receiver_player_name,posteam,index_left,week,targets,complete_pass,yards_gained,air_yards,xYards,cp,implied_posteam_total,goal_to_go,qb_hit,middle,yards_after_catch,xyac_mean_yardage,team_attempts,team_air_yards,szn,last,identifier,full_name,offense_snaps,team,xYards_median,xYards/game,xYards_sum,yards_sum,yards/game,games,target_week,index_right,FB,RB,TE,WR,other,pYards
R.Woods,TEN,0,10.0,7.0,2.0,10.0,55.0,49.90871864643153,4.598697781562806,21.25,1.0,2.0,4.0,1.0,8.82466799697431,37.0,270.0,2022.0,Woods,R.Woods_TEN_10,Robert Woods,50.0,TEN,23.167157366125068,25.46714164371791,152.80284986230745,129.0,21.5,6.0,11,0,0,0,0,1,0,34.13590388588424
B.Skowronek,LA,0,10.0,7.0,2.0,14.0,50.0,49.94761265869771,4.892009615898132,20.75,0.0,2.0,2.0,8.0,9.980504284161729,37.0,244.0,2022.0,Skowronek,B.Skowronek_LA_10,Ben Skowronek,59.0,LA,33.18277533720331,29.080949782132468,174.4856986927948,138.0,23.0,6.0,11,0,0,0,0,1,0,34.13590388588424
A.Dulin,IND,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dulin,A.Dulin_IND_10,Ashton Dulin,20.0,IND,15.32205543126614,25.65930469948808,153.95582819692848,168.0,28.0,6.0,11,0,0,0,0,1,0,34.13590388588424
T.Sherfield,MIA,0,10.0,5.0,4.0,63.0,50.0,43.64312077913125,3.342952400445939,26.0,0.0,0.0,2.0,17.0,14.59632288213469,33.0,243.0,2022.0,Sherfield,T.Sherfield_MIA_10,Trent Sherfield,45.0,MIA,25.598078076604104,25.39555142080165,152.3733085248099,170.0,28.333333333333332,6.0,11,0,0,0,0,1,0,34.13590388588424
T.Marshall,CAR,0,10.0,2.0,1.0,43.0,22.0,16.18838039540065,1.239510655403137,19.5,0.0,0.0,0.0,31.0,3.46481285377377,16.0,89.0,2022.0,Marshall,T.Marshall_CAR_10,Terrace Marshall,59.0,CAR,25.85052282361046,27.28475494694523,163.7085296816714,244.0,40.666666666666664,6.0,11,0,0,0,0,1,0,34.13590388588424
S.Watkins,GB,0,10.0,3.0,3.0,47.0,46.0,32.75177832598524,1.803316056728363,20.5,0.0,0.0,2.0,1.0,11.6680521092203,19.0,223.0,2022.0,Watkins,S.Watkins_GB_10,Sammy Watkins,21.0,GB,26.861434414264878,28.671693619547554,172.03016171728532,206.0,34.333333333333336,6.0,11,0,0,0,0,1,0,34.13590388588424
O.Zaccheaus,ATL,0,10.0,4.0,2.0,34.0,65.0,44.73486330728707,2.117590427398682,22.0,0.0,2.0,2.0,11.0,7.735529093202789,29.0,354.0,2022.0,Zaccheaus,O.Zaccheaus_ATL_10,Olamide Zaccheaus,48.0,ATL,31.662573081941076,27.707784531502877,166.24670718901726,191.0,31.833333333333332,6.0,11,0,0,0,0,1,0,34.13590388588424
D.Knox,BUF,0,10.0,6.0,4.0,57.0,58.0,42.74146173031097,3.553047746419907,26.75,1.0,0.0,0.0,26.0,16.01941656963754,41.0,360.0,2022.0,Knox,D.Knox_BUF_10,Dawson Knox,61.0,BUF,27.611787969997565,32.50306248785719,195.01837492714316,194.0,32.333333333333336,6.0,11,0,0,0,1,0,0,34.073585528178654
C.McCaffrey,SF,0,10.0,6.0,4.0,39.0,11.0,41.83763066205487,4.601233333349229,27.0,0.0,0.0,0.0,48.0,32.64308332361543,28.0,175.0,2022.0,McCaffrey,C.McCaffrey_SF_10,Christian McCaffrey,46.0,SF,41.83763066205487,32.994069163989046,98.98220749196713,118.0,39.333333333333336,3.0,11,0,0,1,0,0,0,33.92899917736875
M.Bandy,LAC,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bandy,M.Bandy_LAC_10,Michael Bandy,49.0,LAC,21.782937590720547,25.096785659092674,150.58071395455605,74.0,12.333333333333334,6.0,11,0,0,0,0,1,0,33.69644828611981
C.Watson,GB,0,10.0,8.0,4.0,107.0,164.0,73.67235852303078,3.849942415952683,20.5,1.0,0.0,2.0,26.0,16.79618362402835,19.0,223.0,2022.0,Watson,C.Watson_GB_10,Christian Watson,54.0,GB,16.39213229783214,23.61873557354666,141.71241344127998,161.0,26.833333333333332,6.0,11,0,0,0,0,1,0,33.69644828611981
J.Jennings,SF,0,10.0,4.0,4.0,40.0,25.0,29.45537884617059,2.793197870254517,27.0,0.0,0.0,1.0,15.0,17.74543654709851,28.0,175.0,2022.0,Jennings,J.Jennings_SF_10,Jauan Jennings,23.0,SF,23.3739446892207,23.583127708321342,141.49876624992805,154.0,25.666666666666668,6.0,11,0,0,0,0,1,0,33.69644828611981
W.Robinson,NYG,0,10.0,2.0,2.0,20.0,7.0,13.905979192901444,1.526921689510345,23.5,0.0,0.0,1.0,13.0,10.62251056341483,17.0,96.0,2022.0,Robinson,W.Robinson_NYG_10,Wan'Dale Robinson,52.0,NYG,18.79398277210801,23.59543715474962,117.9771857737481,127.0,25.4,5.0,11,0,0,0,0,1,0,33.69644828611981
M.Goodwin,SEA,0,10.0,2.0,2.0,38.0,38.0,17.608968937291486,0.845682114362716,21.25,0.0,1.0,0.0,0.0,3.0552489509646,33.0,248.0,2022.0,Goodwin,M.Goodwin_SEA_10,Marquise Goodwin,41.0,SEA,23.074338335543544,22.682329126094277,136.09397475656567,195.0,32.5,6.0,11,0,0,0,0,1,0,32.2887697355298
P.Dorsett,HOU,0,10.0,4.0,2.0,22.0,56.0,28.72115420832752,2.249944061040879,18.0,0.0,1.0,0.0,6.0,11.647975063533519,37.0,287.0,2022.0,Dorsett,P.Dorsett_HOU_10,Phillip Dorsett,28.0,HOU,25.606338029085304,21.841046341688184,131.0462780501291,142.0,23.666666666666668,6.0,11,0,0,0,0,1,0,32.2887697355298
D.Byrd,ATL,0,10.0,4.0,3.0,58.0,56.0,38.74645285277984,2.317811042070389,22.0,0.0,0.0,0.0,8.0,11.714697371826329,29.0,354.0,2022.0,Byrd,D.Byrd_ATL_10,Damiere Byrd,30.0,ATL,9.26457084305985,21.066935493024097,126.40161295814458,200.0,33.333333333333336,6.0,11,0,0,0,0,1,0,32.2887697355298
C.Moore,HOU,0,10.0,6.0,3.0,70.0,78.0,46.331074005842154,3.330688029527664,18.0,0.0,2.0,1.0,37.0,20.529996891702467,37.0,287.0,2022.0,Moore,C.Moore_HOU_10,Chris Moore,34.0,HOU,24.87393989791872,20.901255339293318,125.40753203575991,196.0,32.666666666666664,6.0,11,0,0,0,0,1,0,32.2887697355298
S.Toure,GB,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Toure,S.Toure_GB_10,Samori Toure,12.0,GB,21.86871884740095,23.1164518668593,92.4658074674372,75.0,18.75,4.0,11,0,0,0,0,1,0,32.2887697355298
T.Smith,NO,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Smith,T.Smith_NO_10,Tre'Quan Smith,7.0,NO,25.890680312879176,21.887902983904443,131.32741790342666,141.0,23.5,6.0,11,0,0,0,0,1,0,32.2887697355298
T.Kennedy,DET,0,10.0,2.0,1.0,44.0,21.0,18.93463161926858,1.339466273784637,22.75,0.0,0.0,1.0,31.0,4.71839525707765,25.0,129.0,2022.0,Kennedy,T.Kennedy_DET_10,Tom Kennedy,38.0,DET,20.923270802329963,21.432420052708444,107.16210026354223,128.0,25.6,5.0,11,0,0,0,0,1,0,32.2887697355298
J.Johnson,NO,0,10.0,7.0,5.0,44.0,69.0,56.602640333208825,4.620104759931565,19.25,0.0,0.0,3.0,12.0,19.032096139169887,28.0,270.0,2022.0,Johnson,J.Johnson_NO_10,Juwan Johnson,31.0,NO,27.364617106300848,29.731697071062058,178.39018242637235,186.0,31.0,6.0,11,0,0,0,1,0,0,31.71686897821749
Dav.Bell,CLE,0,10.0,5.0,3.0,24.0,38.0,40.46542046660639,3.5497940182685848,23.0,0.0,1.0,3.0,8.0,11.8176246123985,33.0,285.0,2022.0,Bell,D.Bell_CLE_10,David Bell,35.0,CLE,15.825771176012369,19.697361773533803,118.18417064120283,112.0,18.666666666666668,6.0,11,0,0,0,0,1,0,29.924815786963777
R.McCloud,SF,0,10.0,1.0,1.0,33.0,18.0,13.927070340578714,0.584219932556152,27.0,0.0,0.0,0.0,15.0,4.54136558005121,28.0,175.0,2022.0,McCloud,R.McCloud_SF_10,Ray-Ray McCloud,7.0,SF,19.143616059997193,17.881312661607392,107.28787596964436,115.0,19.166666666666668,6.0,11,0,0,0,0,1,0,29.924815786963777
C.Kmet,CHI,0,10.0,7.0,4.0,74.0,79.0,53.9012661191204,4.049516201019287,25.75,1.0,1.0,2.0,33.0,21.6265702128876,18.0,184.0,2022.0,Kmet,C.Kmet_CHI_10,Cole Kmet,57.0,CHI,25.52567995104469,27.6979253877862,166.1875523267172,218.0,36.333333333333336,6.0,11,0,0,0,1,0,0,29.856639779329196
C.Brate,TB,0,10.0,2.0,1.0,8.0,9.0,16.02198650005721,1.540622115135193,23.75,0.0,0.0,1.0,13.0,9.48716185468948,29.0,261.0,2022.0,Brate,C.Brate_TB_10,Cameron Brate,34.0,TB,20.564552358876572,27.414080088006397,164.48448052803838,122.0,20.333333333333332,6.0,11,0,0,0,1,0,0,29.856639779329196
D.Schultz,DAL,0,10.0,8.0,6.0,54.0,56.0,48.80204998545696,4.965099513530733,24.0,2.0,1.0,3.0,13.0,18.17440896341579,43.0,308.0,2022.0,Schultz,D.Schultz_DAL_10,Dalton Schultz,63.0,DAL,27.148774554882678,27.292024946802073,163.75214968081244,195.0,32.5,6.0,11,0,0,0,1,0,0,29.856639779329196
L.Fournette,TB,0,10.0,1.0,1.0,1.0,-5.0,5.010433454879502,0.872436881065369,23.75,0.0,0.0,0.0,6.0,10.5608757006703,29.0,261.0,2022.0,Fournette,L.Fournette_TB_10,Leonard Fournette,22.0,TB,24.93685879477989,29.326862768021993,175.96117660813195,204.0,34.0,6.0,11,0,0,1,0,0,0,28.740102063880983
A.Hooper,TEN,0,10.0,8.0,5.0,41.0,74.0,62.87731404698582,4.861453980207443,21.25,0.0,0.0,2.0,16.0,21.29975688101694,37.0,270.0,2022.0,Hooper,A.Hooper_TEN_10,Austin Hooper,38.0,TEN,14.926061363406674,21.770485832061173,130.62291499236704,147.0,24.5,6.0,11,0,0,0,1,0,0,28.009505628974765
D.Pettis,CHI,0,10.0,1.0,1.0,9.0,9.0,9.71915213568495,0.74739807844162,25.75,0.0,0.0,1.0,0.0,4.05398602504283,18.0,184.0,2022.0,Pettis,D.Pettis_CHI_10,Dante Pettis,27.0,CHI,11.146344274660215,16.53880882449705,99.23285294698229,125.0,20.833333333333332,6.0,11,0,0,0,0,1,0,27.598878730674553
K.Hinton,DEN,0,10.0,5.0,4.0,62.0,42.0,34.843183379712016,3.345969051122665,18.75,0.0,2.0,1.0,37.0,27.24250584714174,39.0,396.0,2022.0,Hinton,K.Hinton_DEN_10,Kendall Hinton,77.0,DEN,9.442658992354566,14.872177922610689,89.23306753566413,150.0,25.0,6.0,11,0,0,0,0,1,0,27.598878730674553
K.Shakir,BUF,0,10.0,2.0,1.0,6.0,7.0,12.425076759378225,1.534330546855927,26.75,0.0,0.0,0.0,2.0,4.29515308786358,41.0,360.0,2022.0,Shakir,K.Shakir_BUF_10,Khalil Shakir,15.0,BUF,12.014606526413038,15.377059891436069,92.26235934861641,118.0,19.666666666666668,6.0,11,0,0,0,0,1,0,27.598878730674553
D.Brown,WAS,0,10.0,1.0,1.0,15.0,15.0,9.255953531750915,0.56987726688385,16.0,0.0,0.0,0.0,0.0,3.3341060980456,25.0,283.0,2022.0,Brown,D.Brown_WAS_10,Dyami Brown,16.0,WAS,4.627976765875458,15.291937565852384,91.7516253951143,126.0,21.0,6.0,11,0,0,0,0,1,0,27.598878730674553
M.Johnson,NYG,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Johnson,M.Johnson_NYG_10,Marcus Johnson,4.0,NYG,9.468747700486762,15.555769811421321,93.33461886852793,63.0,10.5,6.0,11,0,0,0,0,1,0,27.598878730674553
Q.Watkins,PHI,0,10.0,4.0,4.0,66.0,61.0,44.38000332870579,2.409737855195999,27.0,0.0,0.0,2.0,19.0,35.02195464693072,25.0,202.0,2022.0,Watkins,Q.Watkins_PHI_10,Quez Watkins,29.0,PHI,11.089044677969753,14.577465732097297,87.46479439258378,110.0,18.333333333333332,6.0,11,0,0,0,0,1,0,27.598878730674553
N.Westbrook-Ikhine,TEN,0,10.0,8.0,5.0,119.0,85.0,66.3430849729985,4.899103313684463,21.25,1.0,0.0,2.0,51.0,17.77697296283441,37.0,270.0,2022.0,Westbrook-Ikhine,N.Westbrook-Ikhine_TEN_10,Nick Westbrook-Ikhine,48.0,TEN,0.0,15.640442030964683,93.8426521857881,191.0,31.833333333333332,6.0,11,0,0,0,0,1,0,27.598878730674553
E.St. Brown,CHI,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,St. Brown,E.St. Brown_CHI_10,Equanimeous St. Brown,31.0,CHI,8.358350036822175,15.142854001075657,90.85712400645394,78.0,13.0,6.0,11,0,0,0,0,1,0,27.598878730674553
J.Jacobs,LV,0,10.0,8.0,6.0,28.0,6.0,46.93197037128781,6.8018546104431135,22.75,0.0,0.0,3.0,22.0,41.29946688374917,38.0,312.0,2022.0,Jacobs,J.Jacobs_LV_10,Josh Jacobs,55.0,LV,26.563996364554164,29.16657970353253,174.99947822119518,141.0,23.5,6.0,11,0,0,1,0,0,0,26.879872864992688
J.McKinnon,KC,0,10.0,8.0,6.0,56.0,27.0,57.436870154539896,6.030516684055328,30.75,0.0,1.0,3.0,44.0,39.15940075121759,35.0,258.0,2022.0,McKinnon,J.McKinnon_KC_10,Jerick McKinnon,24.0,KC,19.02999131860583,26.677290685775503,160.06374411465302,181.0,30.166666666666668,6.0,11,0,0,1,0,0,0,26.879872864992688
K.Cole,LV,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cole,K.Cole_LV_10,Keelan Cole,48.0,LV,0.0,14.075584740390292,84.45350844234176,42.0,7.0,6.0,11,0,0,0,0,1,0,26.480302252051388
J.Agnew,JAX,0,10.0,4.0,3.0,4.0,5.0,24.534694313408792,3.1685189604759207,20.75,0.0,0.0,0.0,11.0,26.246822376524513,39.0,279.0,2022.0,Agnew,J.Agnew_JAX_10,Jamal Agnew,7.0,JAX,6.55249984208973,12.671640641382368,76.0298438482942,76.0,12.666666666666666,6.0,11,0,0,0,0,1,0,26.480302252051388
S.Moore,KC,0,10.0,1.0,1.0,6.0,3.0,6.538648733064038,0.779665768146515,30.75,0.0,0.0,0.0,3.0,4.71667149768473,35.0,258.0,2022.0,Moore,S.Moore_KC_10,Skyy Moore,16.0,KC,11.393947937690367,13.317804048405186,79.90682429043112,76.0,12.666666666666666,6.0,11,0,0,0,0,1,0,26.480302252051388
A.Green,ARI,0,10.0,2.0,2.0,10.0,10.0,7.875284030311878,1.184402525424957,17.25,1.0,0.0,0.0,0.0,4.25136228097836,35.0,223.0,2022.0,Green,A.Green_ARI_10,A.J. Green,30.0,ARI,3.937642015155939,12.665666679635054,75.99400007781033,37.0,6.166666666666667,6.0,11,0,0,0,0,1,0,26.480302252051388
A.Jones,GB,0,10.0,2.0,2.0,18.0,0.0,10.317772463386685,1.4904675483703609,20.5,0.0,0.0,0.0,18.0,13.99651646026905,19.0,223.0,2022.0,Jones,A.Jones_GB_10,Aaron Jones,45.0,GB,18.648424254275156,23.440427552305987,140.64256531383592,147.0,24.5,6.0,11,0,0,1,0,0,0,26.440417265228263
C.Wilson,MIA,0,10.0,1.0,1.0,7.0,7.0,7.519564428108453,0.71464467048645,26.0,0.0,0.0,0.0,0.0,3.53439423837699,33.0,243.0,2022.0,Wilson,C.Wilson_MIA_10,Cedrick Wilson,21.0,MIA,3.7597822140542263,9.401002579496932,56.406015476981594,50.0,8.333333333333334,6.0,11,0,0,0,0,1,0,25.75103112326663
R.Shaheed,NO,0,10.0,1.0,1.0,12.0,12.0,7.719616975987152,0.540147304534912,19.25,0.0,0.0,0.0,0.0,2.89579481503461,28.0,270.0,2022.0,Shaheed,R.Shaheed_NO_10,Rashid Shaheed,6.0,NO,7.719616975987152,9.845891279403627,49.22945639701813,103.0,20.6,5.0,11,0,0,0,0,1,0,25.75103112326663
C.Sims,WAS,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sims,C.Sims_WAS_10,Cam Sims,27.0,WAS,10.389492401143738,11.462614688747081,68.77568813248249,58.0,9.666666666666666,6.0,11,0,0,0,0,1,0,25.75103112326663
K.Hodge,ATL,0,10.0,2.0,2.0,37.0,36.0,16.203926538739545,0.90989026427269,22.0,0.0,0.0,0.0,1.0,2.82277722342405,29.0,354.0,2022.0,Hodge,K.Hodge_ATL_10,KhaDarel Hodge,8.0,ATL,8.101963269369772,12.31504213672085,73.8902528203251,89.0,14.833333333333334,6.0,11,0,0,0,0,1,0,25.75103112326663
Ju.Watson,KC,0,10.0,1.0,1.0,12.0,12.0,9.617628397436748,0.644663989543915,30.75,0.0,0.0,0.0,0.0,3.73892909358256,35.0,258.0,2022.0,Watson,J.Watson_KC_10,Justin Watson,46.0,KC,7.674998096377118,12.249036347548264,73.49421808528959,63.0,10.5,6.0,11,0,0,0,0,1,0,25.75103112326663
S.Smith,CAR,0,10.0,1.0,1.0,17.0,16.0,10.133347790623981,0.55550754070282,19.5,0.0,0.0,0.0,1.0,2.99772391852457,16.0,89.0,2022.0,Smith,S.Smith_CAR_10,Shi Smith,16.0,CAR,3.7618261996011393,10.025167488724714,60.151004932348286,106.0,17.666666666666668,6.0,11,0,0,0,0,1,0,25.75103112326663
L.Shenault,CAR,0,10.0,4.0,3.0,17.0,-14.0,21.19572522432726,3.499661207199097,19.5,0.0,0.0,0.0,28.0,28.79850222223462,16.0,89.0,2022.0,Shenault,L.Shenault_CAR_10,Laviska Shenault,26.0,CAR,8.181148938074607,12.104923961836022,72.62954377101613,141.0,23.5,6.0,11,0,0,0,0,1,0,25.75103112326663
B.Pringle,CHI,0,10.0,2.0,1.0,12.0,26.0,23.17494271847991,1.307161450386048,25.75,0.0,0.0,1.0,0.0,4.6086387608666,18.0,184.0,2022.0,Pringle,B.Pringle_CHI_10,Byron Pringle,20.0,CHI,12.787178546587304,12.187324952913631,48.749299811654524,45.0,11.25,4.0,11,0,0,0,0,1,0,25.75103112326663
L.Thomas,WAS,0,10.0,4.0,2.0,12.0,19.0,18.669601655978827,2.560432583093643,16.0,1.0,1.0,0.0,1.0,8.14196272574191,25.0,283.0,2022.0,Thomas,L.Thomas_WAS_10,Logan Thomas,61.0,WAS,16.706640045711257,18.929436186734815,113.5766171204089,73.0,12.166666666666666,6.0,11,0,0,0,1,0,0,25.645551680408733
K.Granson,IND,0,10.0,4.0,4.0,57.0,28.0,30.611517088903284,3.137442648410797,18.25,0.0,0.0,2.0,29.0,16.37878074664332,27.0,170.0,2022.0,Granson,K.Granson_IND_10,Kylen Granson,30.0,IND,20.12509557960012,17.72576038803044,106.35456232818264,128.0,21.333333333333332,6.0,11,0,0,0,1,0,0,25.645551680408733
D.Swift,DET,0,10.0,3.0,1.0,6.0,-3.0,16.64347474478962,2.406170070171357,22.75,0.0,0.0,0.0,12.0,11.4226238912888,25.0,129.0,2022.0,Swift,D.Swift_DET_10,D'Andre Swift,19.0,DET,22.625167740869653,21.50223212153584,129.01339272921504,150.0,25.0,6.0,11,0,0,1,0,0,0,25.032738714638256
A.Gibson,WAS,0,10.0,3.0,3.0,14.0,-2.0,14.070688264508274,2.472582697868348,16.0,0.0,0.0,0.0,16.0,22.61930165871307,25.0,283.0,2022.0,Gibson,A.Gibson_WAS_10,Antonio Gibson,40.0,WAS,20.12596759041483,21.681811987722753,130.09087192633652,152.0,25.333333333333332,6.0,11,0,0,1,0,0,0,25.032738714638256
M.Woods,CLE,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Woods,M.Woods_CLE_10,Michael Woods,13.0,CLE,7.663702642988397,8.176668098138986,32.706672392555944,21.0,5.25,4.0,11,0,0,0,0,1,0,23.490339686622423
R.Anderson,ARI,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anderson,R.Anderson_ARI_10,Robbie Anderson,8.0,ARI,0.0,7.457062876474936,29.828251505899743,-4.0,-1.0,4.0,11,0,0,0,0,1,0,23.490339686622423
B.Perriman,TB,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Perriman,B.Perriman_TB_10,Breshad Perriman,18.0,TB,2.3536682055087472,8.51131568980078,51.067894138804675,56.0,9.333333333333334,6.0,11,0,0,0,0,1,0,23.490339686622423
H.Bryant,CLE,0,10.0,3.0,3.0,15.0,4.0,12.4953044738999,2.154779732227326,23.0,1.0,0.0,0.0,11.0,11.787238538425298,33.0,285.0,2022.0,Bryant,H.Bryant_CLE_10,Harrison Bryant,51.0,CLE,14.42504467622542,16.057603979765002,96.34562387859002,66.0,11.0,6.0,11,0,0,0,1,0,0,23.31961462411951
W.Dissly,SEA,0,10.0,2.0,2.0,28.0,10.0,14.251789921612195,1.568913340568543,21.25,0.0,0.0,1.0,18.0,8.590724407898971,33.0,248.0,2022.0,Dissly,W.Dissly_SEA_10,Will Dissly,22.0,SEA,17.38509450227485,16.36012905015752,98.16077430094512,142.0,23.666666666666668,6.0,11,0,0,0,1,0,0,23.31961462411951
J.Kumerow,BUF,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kumerow,J.Kumerow_BUF_10,Jake Kumerow,8.0,BUF,0.0,6.795305225286921,40.771831351721524,64.0,10.666666666666666,6.0,11,0,0,0,0,1,0,23.284572230795824
Am.Rodgers,GB,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rodgers,A.Rodgers_GB_10,Amari Rodgers,6.0,GB,0.0,7.061705346951189,42.37023208170713,44.0,7.333333333333333,6.0,11,1,0,0,0,1,0,23.284572230795824
V.Jefferson,LA,0,10.0,3.0,3.0,27.0,23.0,20.862690508009912,1.91236636042595,20.75,1.0,1.0,1.0,4.0,8.501812091955799,37.0,244.0,2022.0,Jefferson,V.Jefferson_LA_10,Van Jefferson,17.0,LA,0.0,6.954230169336637,20.862690508009912,27.0,9.0,3.0,11,0,0,0,0,1,0,23.284572230795824
S.Sims,PIT,0,10.0,2.0,1.0,15.0,-6.0,10.845457547788556,1.764949560165405,20.25,0.0,0.0,0.0,17.0,8.44015496569045,26.0,199.0,2022.0,Sims,S.Sims_PIT_10,Steven Sims,32.0,PIT,5.422728773894278,6.591572989763754,26.366291959055015,14.0,3.5,4.0,11,0,0,0,0,1,0,23.284572230795824
D.Singletary,BUF,0,10.0,2.0,1.0,0.0,-4.0,11.220904704688277,1.663846611976623,26.75,0.0,0.0,0.0,6.0,11.725557160913,41.0,360.0,2022.0,Singletary,D.Singletary_BUF_10,Devin Singletary,54.0,BUF,19.472306209637935,19.52144920049818,117.12869520298906,113.0,18.833333333333332,6.0,11,0,0,1,0,0,0,22.668784766072225
S.Barkley,NYG,0,10.0,1.0,1.0,8.0,-1.0,5.655197267337766,0.87018358707428,23.5,0.0,0.0,0.0,9.0,7.88118474037037,17.0,96.0,2022.0,Barkley,S.Barkley_NYG_10,Saquon Barkley,55.0,NYG,18.561143633465946,19.93343903016832,119.60063418100992,106.0,17.666666666666668,6.0,11,0,0,1,0,0,0,22.668784766072225
D.Pierce,HOU,0,10.0,3.0,2.0,28.0,-17.0,11.028380354012102,2.1026059687137604,18.0,0.0,1.0,1.0,35.0,19.58996499943897,37.0,287.0,2022.0,Pierce,D.Pierce_HOU_10,Dameon Pierce,46.0,HOU,22.344386031084657,19.28762544007526,115.72575264045156,91.0,15.166666666666666,6.0,11,0,0,1,0,0,0,22.668784766072225
T.Etienne,JAX,0,10.0,3.0,3.0,28.0,-14.0,15.090533253625624,2.6085156202316293,20.75,0.0,0.0,0.0,42.0,31.21237203865174,39.0,279.0,2022.0,Etienne,T.Etienne_JAX_10,Travis Etienne,50.0,JAX,15.130305701931272,18.13898513410335,108.8339108046201,119.0,19.833333333333332,6.0,11,0,0,1,0,0,0,22.668784766072225
J.Conner,ARI,0,10.0,3.0,3.0,17.0,-6.0,12.88158194111493,2.589148581027985,17.25,0.0,0.0,0.0,23.0,22.45430056242912,35.0,223.0,2022.0,Conner,J.Conner_ARI_10,James Conner,65.0,ARI,20.486595818561387,19.44769321649905,116.68615929899431,110.0,18.333333333333332,6.0,11,0,0,1,0,0,0,22.668784766072225
D.Cook,MIN,0,10.0,5.0,3.0,27.0,-3.0,27.42784482087593,4.097938358783722,20.25,0.0,0.0,1.0,29.0,22.76863034382404,50.0,430.0,2022.0,Cook,D.Cook_MIN_10,Dalvin Cook,70.0,MIN,18.4653445233361,17.47093992287575,104.8256395372545,109.0,18.166666666666668,6.0,11,0,0,1,0,0,0,22.668784766072225
E.Benjamin,ARI,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benjamin,E.Benjamin_ARI_10,Eno Benjamin,1.0,ARI,20.34714374495962,18.658464692049744,111.95078815229847,115.0,19.166666666666668,6.0,11,0,0,1,0,0,0,22.668784766072225
A.Trautman,NO,0,10.0,3.0,2.0,22.0,14.0,18.309651439733635,2.1952924132347107,19.25,0.0,0.0,0.0,10.0,8.08743120854342,28.0,270.0,2022.0,Trautman,A.Trautman_NO_10,Adam Trautman,19.0,NO,12.831420332938269,12.820228656845776,76.92137194107465,116.0,19.333333333333332,6.0,11,0,0,0,1,0,0,22.201038145496344
N.Gray,KC,0,10.0,2.0,2.0,20.0,15.0,9.833525402487133,0.9530854523181911,30.75,0.0,1.0,0.0,5.0,5.38143343768752,35.0,258.0,2022.0,Gray,N.Gray_KC_10,Noah Gray,29.0,KC,11.803012238593457,13.9515194690388,83.7091168142328,95.0,15.833333333333334,6.0,11,0,0,0,1,0,0,22.201038145496344
O.Howard,HOU,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Howard,O.Howard_HOU_10,O.J. Howard,33.0,HOU,6.864792917369623,14.037258786052268,84.2235527163136,65.0,10.833333333333334,6.0,11,0,0,0,1,0,0,22.201038145496344
J.Akins,HOU,0,10.0,3.0,3.0,72.0,11.0,21.046415500809395,2.306484699249267,18.0,0.0,0.0,1.0,61.0,20.7995020549497,37.0,287.0,2022.0,Akins,J.Akins_HOU_10,Jordan Akins,33.0,HOU,12.876379213204757,13.889603082688511,83.33761849613107,200.0,33.333333333333336,6.0,11,0,0,0,1,0,0,22.201038145496344
B.Powell,LA,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Powell,B.Powell_LA_10,Brandon Powell,5.0,LA,0.0,5.416428855208469,32.498573131250815,31.0,5.166666666666667,6.0,11,0,0,0,0,1,0,21.952463989733207
